,Clinic Name,Distance and Status,Address,Location,Contact Info
960,RafflesMedical (Eastpoint Mall),15.04 km - Closing in 2 hr 49 min,3 Simei St 6 #02-27 Eastpoint Mall,Singapore 528833,T +65 6636 1458
961,Calrose Medical Family Clinic,15.05 km - Closed,"231A Sumang Lane #01-05, Matilda Court",Singapore 821231,T +65 6957 1750
962,Chua Clinic & Surgery (Yishun St 81),15.08 km - Closing in 1 hr 49 min,844 Yishun St 81 #01-156,Singapore 760844,T +65 6752 1603
963,Joy Clinic & Surgery,15.08 km - Closing in 1 hr 49 min,844 Yishun St 81 #01-164,Singapore 760844,T +65 6753 0702
964,Northeast Medical Group (Simei),15.1 km - Closing in 8 hr 19 min,30 Simei Street 3 #02-01 Simei MRT Station,Singapore 529888,T +65 6783 8638
965,Emmanuel Medical Clinic,15.11 km - Closing in 1 hr 49 min,272 Tampines St 22 #01-26,Singapore 520272,T +65 6781 0810
966,Tampines Medical Centre,15.11 km - Closing in 1 hr 48 min,267 Tampines St 21 #01-41,Singapore 520267,T +65 6781 5111
967,My Family Clinic (Angsana Breeze @ Yishun),15.11 km - Closed,507 Yishun Ave 4 #01-05,Singapore 760507,T +65 6753 0178 F +65 6697 7755
968,K2 Medical Clinic,15.12 km - Closing in 6 hr 18 min,Blk 248 Simei Street 3 ##01-128,Singapore 520248,T +65 6588 1322 F +65 6536 1513
969,Healthway Medical Clinic (CCK Ave 3),15.13 km - Closing in 2 hr 18 min,475 Choa Chu Kang Ave 3 #02-03 Sunshine Place,Singapore 680475,T +65 6892 6330
970,Evercare Medical Clinic,15.13 km - Closing in 1 hr 48 min,475 Choa Chu Kang Ave 3 #02-02 Sunshine Place,Singapore 680475,T +65 6766 6465
971,Healthway Tampines Central Clinic,15.13 km - Closing in 0 hr 18 min,503 Tampines Central 1 #01-311,Singapore 520503,T +65 6789 0383
972,Platinum Medical Clinic And Surgery Pte Ltd,15.18 km - Closed,Blk 513 Yishun Street 51 #Saraca Breeze @ Yishun #01-03,Singapore 760513,T +65 6974 0800 F +65 6974 0799
973,Keat Hong Family Medicine Clinic,15.19 km - Closing in 2 hr 18 min,2 Choa Chu Kang Loop #03-02 Keat Hong Community Club,Singapore 689687,T +65 6769 0750
974,Care4Life Medical Clinic (Yishun),15.19 km - Closed,513 Yishun St 51 #01-03,Singapore 760513,T +65 6909 2259
975,Onedoctors Family Clinic (Yishun),15.23 km - Closing in 7 hr 18 min,846 Yishun Ring Road #01-3611,Singapore 760846,T +65 6257 8980 F +65 6257 8980
976,Silver Cross Family Clinic,15.23 km - Closing in 2 hr 18 min,846 Yishun Ring Road #01-3661,Singapore 760846,T +65 6759 9181
977,Lifeline Yishun Ring Medical Clinic,15.23 km - Closing in 1 hr 48 min,846 Yishun Ring Road #01-3615,Singapore 760846,T +65 6752 2017
978,Greenlink Medical Clinic,15.23 km - Closing in 0 hr 18 min,807 Yishun Ring Road #01-4213,Singapore 760807,T +65 6755 2238
979,Edgedale Medical Clinic,15.24 km - Closed,122 Edgedale Plains #01-187,Singapore 821122,T +65 6635 2272
980,Hong Family Clinic,15.25 km - Closing in 1 hr 33 min,282 Tampines St 22 #01-300,Singapore 520282,T +65 6784 3300
981,Silver Cross Medical (Jurong West),15.26 km - Closing in 7 hr 18 min,502 Jurong West Ave 1 #01-803,Singapore 640502,T +65 6899 2141
982,Y M Chan Clinic & Surgery,15.26 km - Closing in 2 hr 18 min,406 Tampines St 41 #01-31,Singapore 520406,T +65 6783 1806
983,RafflesMedical (Lot 1),15.29 km - Closing in 2 hr 48 min,21 Choa Chu Kang Ave 4 #B1-07A Lot 1 Shopper's Mall,Singapore 689812,T +65 6765 3363
984,Boon Lay Central Clinic,15.32 km - Closing in 2 hr 18 min,221 Boon Lay Place #01-242 Boon Lay Shopping Centre,Singapore 640221,T +65 6265 5996
985,Boon Lay Clinic & Surgery,15.32 km - Closing in 2 hr 18 min,221 Boon Lay Place #01-240/244,Singapore 640221,T +65 6265 5247
986,OneCare Clinic Boon Lay,15.32 km - Closing in 1 hr 18 min,221 Boon Lay Place #01-152 Boon Lay Shopping Centre,Singapore 640221,T +65 6261 1580
987,Life Family Clinic,15.33 km - Closing in 8 hr 18 min,10 Choa Chu Kang Ave 4 #01-28/29 Choa Chu Kang MRT Station,Singapore 689810,T +65 6766 9119
988,United Health Family Clinic & Surgery,15.34 km - Closing in 6 hr 18 min,627 Yishun St 61 #01-63,Singapore 760627,T +65 6257 1182 F +65 6257 1182
989,Punggol Ripples Family Clinic,15.34 km - Closing in 1 hr 18 min,211D Punggol Walk #01-667,Singapore 824211,T +65 6538 3707
990,Yao Medical Clinic,15.34 km - Closing in 1 hr 18 min,419 Tampines St 41 #01-96,Singapore 520419,T +65 6783 0232
991,CCK Family Clinic,15.35 km - Closing in 8 hr 18 min,304 Choa Chu Kang Ave 4 #01-653,Singapore 680304,T +65 6891 0338
992,OneCare Clinic Punggol Sumang,15.36 km - Closed,218 Sumang Walk #01-05,Singapore 820218,T +65 6513 3092
993,Medi Healthcare Clinic (Punggol),15.37 km - Closing in 1 hr 18 min,218 Sumang Walk #01-02,Singapore 820218,T +65 6444 8748
994,The Edinburgh Clinic,15.42 km - Closing in 1 hr 18 min,306 Choa Chu Kang Ave 4 #01-685,Singapore 680306,T +65 6763 4500
995,Shenton Medical Group,15.43 km - Closed,598 Yishun Ring Road ##B1-09 The Wisteria,Singapore 768698,T +65 6233 9538
996,Yong Clinic & Surgery,15.44 km - Closing in 1 hr 47 min,632 Yishun St 61 #01-06,Singapore 760632,T +65 6753 1803 F +65 6755 7908
997,Platinum Medical Centre,15.45 km - Closing in 2 hr 17 min,504 Yishun St 51 #01-02 Multi Storey Car Park,Singapore 760504,T +65 6257 1134 F +65 6257 1134
998,Mutual Healthcare Medical Clinic (Punggol),15.46 km - Closing in 1 hr 17 min,106A Punggol Field #01-546,Singapore 821106,T +65 6315 5036
999,57 Medical Clinic (Yishun),15.46 km - Closed,618 Yishun Ring Road #01-3238,Singapore 760618,T +65 6235 3490
1000,Intemedical Tampines,15.48 km - Closed,"201E, Tampines St 23 #01-96",Singapore 527201,T +65 6223 3803
1001,Healthway Medical Clinic (Punggol),15.51 km - Closing in 2 hr 17 min,168 Punggol Field #02-07A Punggol Plaza,Singapore 820168,T +65 6315 3493
1002,Punggol Family Clinic,15.51 km - Closing in 2 hr 2 min,168 Punggol Field #01-13 Punggol Plaza,Singapore 820168,T +65 6343 9989
1003,Onecare Clinic Punggol Plaza,15.51 km - Closing in 0 hr 17 min,Blk 168 Punggol Field #Punggol Plaza #02-09A,Singapore 820168,T +65 6904 3511 F +65 6904 3512
1004,Trinity Medical (Punggol),15.58 km - Closing in 2 hr 17 min,273C Punggol Place #01-874,Singapore 828273,T +65 6694 8238 F +65 6694 8239
1005,Acumed Medical Group (Boon Lay),15.59 km - Closing in 2 hr 17 min,301 Boon Lay Way #01-18/19 Boon Lay MRT Station,Singapore 649846,T +65 6515 9919 F +65 6515 9909
1006,Lifeline Punggol Medical Clinic,15.59 km - Closing in 1 hr 32 min,198 Punggol Field #02-03,Singapore 820198,T +65 6315 5428
1007,Faith Clinic (Simei),15.6 km - Closing in 1 hr 47 min,139 Simei St 1 #01-10,Singapore 520139,T +65 6788 4303
1008,Unicare Family Clinic & Surgery,15.61 km - Closing in 1 hr 17 min,216 Boon Lay Avenue #01-03 Multi Storey Car Park,Singapore 640216,T +65 6266 0196
1009,Trinity Medical & Aesthetic Clinic,15.63 km - Closing in 1 hr 17 min,151 Simei St 1 #01-33,Singapore 520151,T +65 6260 2822
1010,Y T Lim Clinic,15.63 km - Closing in 0 hr 47 min,201B Tampines St 21 #01-1067,Singapore 522201,T +65 6782 5977
1011,Street 21 Clinic (Tampines),15.63 km - Closed,201B Tampines St 21 #02-1097,Singapore 522201,T +65 6785 7888
1012,Fullerton Healthcare @ Drs Trythall Hoy Davies (Jurong),15.64 km - Closing in 6 hr 17 min,1 Jurong West Central 2 #B1A-19B,Singapore 648886,T +65 6793 0611
1013,Shenton Medical Group (Jurong West),15.64 km - Closing in 3 hr 47 min,1 Jurong West Central 2 #01-17 E/F/G/H Jurong Point Shopping Centre,Singapore 648886,T +65 6791 5100
1014,Healthway Medical Clinic  (Jurong West),15.64 km - Closing in 3 hr 17 min,690 Jurong West Central 1 #01-193,Singapore 640690,T +65 6792 1812
1015,RafflesMedical (Jurong Point),15.64 km - Closing in 2 hr 47 min,1 Jurong West Central 2 #B1A-19D Jurong Point Shopping Centre,Singapore 648886,T +65 6790 0583
1016,Acumed Medical Group (Jurong Point),15.64 km - Closing in 2 hr 17 min,1 Jurong West Central 2 #B1A-19E Jurong Point Shopping Centre,Singapore 648886,T +65 6792 3822 F +65 6795 3106
1017,Dr W K Koo & Associates,15.64 km - Closing in 1 hr 47 min,1 Jurong West Central 2 #01-16A&B Jurong Point,Singapore 648886,T +65 6792 2669
1018,Public Medical Clinic & Surgery,15.64 km - Closing in 1 hr 47 min,664 Yishun Ave 4 #01-275,Singapore 760664,T +65 6755 6539 F +65 6755 2320
1019,Royal Care Medical Yishun Grove,15.64 km - Closed,Blk 675 Yishun Avenue 4 ##01-07,Singapore 760675,T +65 6815 2990
1020,Central 24Hr Clinic (Tampines),15.65 km - Open 24 Hrs,201D Tampines St 21  #01-1151,Singapore 524201,T +65 6968 7001
1021,Healthway Medical Clinic (Tampines Street 21),15.66 km - Closing in 2 hr 17 min,201D Tampines St 21 #01-1143,Singapore 524201,T +65 6260 8801
1022,Shenton Family Medical Clinic (Tampines),15.66 km - Closing in 2 hr 17 min,201D Tampines St 21 #01-1137,Singapore 524201,T +65 6784 5291
1023,Standard Clinic & Surgery,15.66 km - Closing in 0 hr 17 min,261 Punggol Way #01-05 Multi Storey Car Park,Singapore 820261,T +65 6444 1950
1024,Zenith Medical Clinic,15.67 km - Closed,266C Punggol Way #01-374,Singapore 823266,T +65 6443 3678
1025,Sunshine Clinic Family Practice & Surgery,15.68 km - Closing in 0 hr 47 min,445 Tampines St 42 #01-02,Singapore 520445,T +65 6783 3122
1026,OneCare Clinic Yishun,15.69 km - Closing in 0 hr 16 min,431 Yishun Ave 1 #01-04,Singapore 760431,T +65 6334 2373
1027,Distinct Clinic Jurong East,15.7 km - Closing in 1 hr 46 min,249 Jurong East St 24 #01-78,Singapore 600249,T +65 6980 6301
1028,Northland Family Clinic & Surgery,15.72 km - Closing in 3 hr 16 min,640 Yishun St 61 #01-198,Singapore 760640,T +65 6753 5181
1029,Shenton Medical Group (UE Biz Hub East),15.73 km - Closing in 2 hr 46 min,2 Changi Business Park Ave 1 #03-03 UE Biz Hub East,Singapore 486015,T +65 6636 2490
1030,Viva Medical Clinic,15.85 km - Closing in 8 hr 16 min,450A Tampines St 42 #01-356,Singapore 521450,T +65 6782 8020
1031,Nee Soon Clinic (Yishun Branch),15.85 km - Closed,779 Yishun Ave 2 #01-1547,Singapore 760779,T +65 6758 0311
1032,Parsons Medical Clinic,15.85 km - Closed,779 Yishun Ave 2 #01-1541,Singapore 760779,T +65 6484 6010
1033,RafflesMedical (Changi City Point),15.86 km - Closing in 2 hr 46 min,5 Changi Business Park Central 1 #B1-55/56 Changi City Point,Singapore 486038,T +65 6636 1251
1034,Zam Family Clinic,15.86 km - Closed,516 Choa Chu Kang St 51 #01-66,Singapore 680516,T +65 6769 0302
1035,Q&M Mutual Healthcare Medical Clinic,15.9 km - Closing in 1 hr 16 min,70 Punggol Central #01 - 07 Punggol MRT Station,Singapore 828868,T +65 6384 6605 F +65 6384 6838
1036,ProHealth Medical Group @ Punggol Spectra,15.93 km - Closing in 8 hr 16 min,622D Punggol Central #01-02,Singapore 824622,T +65 6444 7701
1037,Vitacare Family Clinic,15.93 km - Closed,622D Punggol Central #01-05,Singapore 824622,T +65 6636 0805 F +65 6636 0804
1038,Etern Medical Clinic,15.94 km - Closing in 2 hr 16 min,70 Punggol Central #01-05 Punggol MRT Station,Singapore 828868,T +65 6425 9935
1039,Q & M Mutual Healthcare Medical Clinic,15.94 km - Closing in 1 hr 16 min,70 Punggol Central #01-07 Punggol Mrt Station,Singapore 828868,T +65 6384 6605
1040,Clinic 10,15.95 km - Closing in 1 hr 46 min,"644, Pasir Ris Drive 10 #01-20",Singapore 510644,T +65 6582 5123
1041,Frontier Medical Associates (Yishun),15.95 km - Closing in 1 hr 46 min,654 Yishun Ave 4 #01-437,Singapore 760654,T +65 6758 7536 F +65 6758 4601
1042,Oxford Medical Centre,15.97 km - Closed,735 Pasir Ris St 72 #02-330 Pasir Ris West Plaza,Singapore 510735,T +65 6585 1496
1043,Healthmark Clinic (Pasir Ris),15.97 km - Closed,735 Pasir Ris St 72 #01-314 Pasir Ris West Plaza,Singapore 510735,T +65 6582 7823
1044,My Family Clinic (Punggol Central),15.99 km - Closing in 2 hr 16 min,301 Punggol Central #01-02,Singapore 820301,T +65 6853 7351
1045,Medilife Clinic & Surgery,15.99 km - Closed,474 Tampines St 43 #01-122,Singapore 520474,T +65 6781 3168
1046,Jo-Lin Family Clinic & Surgery,16 km - Closing in 1 hr 16 min,533 Choa Chu Kang St 51 #02-06 Limbang Shopping Centre,Singapore 680533,T +65 6760 6014
1047,Millennium Medical Group (Woodlands),16 km - Closing in 1 hr 16 min,533 Choa Chu Kang Street 51  #02-04 Limbang Shopping Centre,Singapore 680533,T +65 6368 0386
1048,Healthway Medical (Limbang),16.02 km - Closing in 2 hr 16 min,533 Choa Chu Kang Street 51  #02-07 Limbang Shopping Centre,Singapore 680534,T +65 6762 2555
1049,Millenium Medical Group,16.02 km - Closing in 1 hr 16 min,533 Choa Chu Kang St 51 #01-33,Singapore 680533,T +65 6765 6685
1050,Healthbridge Family Clinic,16.03 km - Closing in 1 hr 16 min,615A Edgefield Plains #01-327,Singapore 821615,T +65 6489 7495
1051,Etern Medical Clinic (Punggol Sumang LRT),16.03 km - Closed,Blk 308C Punggol Walk ##01-302 Waterway Terraces I,Singapore 823308,T +65 6246 7288 F +65 6246 7588
1052,One Life Family Clinic,16.05 km - Closing in 1 hr 46 min,533 Choa Chu Kang Street 51 #02-09,Singapore 680534,T +65 6760 0782
1053,Onelife Family Clinic,16.05 km - Closing in 1 hr 46 min,534 Choa Chu Kang St 51 #01-41,Singapore 680534,T +65 6760 0782
1054,Cecilia Family Clinic & Surgery,16.06 km - Closing in 1 hr 46 min,484 Tampines St 43 #01-224,Singapore 520484,T +65 6788 3812
1055,Medicare Associates,16.06 km - Closing in 1 hr 16 min,482 Tampines St 43 #01-236,Singapore 520482,T +65 6788 0137
1056,Healthway Medical Centre (Yishun Ave 11),16.08 km - Closing in 1 hr 46 min,417 Yishun Ave 11 #01-321,Singapore 760417,T +65 6753 7626 F +65 6753 0125
1057,GoClinic Yishun,16.11 km - Closed,BLK 769 YISHUN AVENUE 3 #01-283,Singapore 760769,T +65 6539 9935
1058,Hwang & Liang Family Clinic & Surgery,16.12 km - Closing in 1 hr 46 min,476 Tampines St 44 #01-173,Singapore 520476,T +65 6788 8888
1059,Chua Clinic & Surgery (Yishun Ave 3),16.12 km - Closed,769 Yishun Ave 3 #01-281,Singapore 760769,T +65 6257 1690
1060,Acumed Medical Group (Pioneer),16.12 km - Closed,7 Pioneer Road North #01-40,Singapore 628459,T +65 6261 0377
1061,Minmed Clinic (Punggol),16.13 km - Closing in 6 hr 16 min,83 Punggol Central #02-15 Waterway Point,Singapore 828761,T +65 6388 0123
1062,OneDoctors Family Clinic (Punggol),16.13 km - Closing in 6 hr 16 min,83 Punggol Central #02-17 Waterway Point,Singapore 828761,T +65 6385 8018
1063,RafflesMedical (Waterway Point),16.13 km - Closing in 2 hr 46 min,83 Punggol Central #02-29 Waterway Point,Singapore 828761,T +65 6384 5655
1064,Punggol Family Clinic Pte. Ltd.,16.13 km - Closing in 1 hr 46 min,Blk 322 Sumang Walk #Multi Storey Car Park #01-03,Singapore 820322,T +65 6343 9989 F +65 6343 9979
1065,Frontier Medical Associates (Jurong West),16.15 km - Closing in 0 hr 16 min,678D Jurong West St 64 #01-347,Singapore 644678,T +65 6862 2340
1066,Neptune Healthcare Medical & Surgery,16.16 km - Closing in 8 hr 16 min,328 Tampines St 32 #01-362,Singapore 520328,T +65 6781 8030
1067,Fusion Medical & Health Screening Centre,16.16 km - Closing in 2 hr 46 min,1 Fusionopolis Link #Nexus @One-North #01-05,Singapore 138542,T +65 6250 6548 F +65 6733 1721
1068,Medina Medical Centre,16.17 km - Closing in 2 hr 15 min,479 Tampines St 44 #01-231,Singapore 520479,T +65 6588 2756
1069,"Doctors Koo, Tey & Associates",16.18 km - Closing in 1 hr 15 min,61 Choa Chu Kang Drive #02-01 Yew Tee MRT Station,Singapore 689715,T +65 6892 4191
1070,W Y Teh Family Clinic & Surgery,16.18 km - Closing in 1 hr 15 min,462 Tampines St 44 #01-60,Singapore 520462,T +65 6783 6802
1071,BCH Clinic @ Pasir Ris,16.18 km - Closed,21 Pasir Ris Grove #01-32 Coco Palms,Singapore 518070,T +65 8869 1103
1072,Healthmark Medical Clinic (Punggol),16.18 km - Closed,639 Punggol Drive #01-06,Singapore 820639,T +65 6875 6696
1073,O2 Medical Clinic,16.19 km - Closing in 1 hr 15 min,527D Paris Ris St 51 #01-05,Singapore 514527,T +65 6384 9443
1074,Pinnacle Family Clinic (Yew Tee),16.2 km - Closing in 1 hr 15 min,790 Choa Chu Kang North 6 #01-238,Singapore 680790,T +65 6235 7893
1075,RafflesMedical (Yew Tee ),16.21 km - Closing in 2 hr 45 min,21 Choa Chu Kang North 6 #01-02 Yew Tee Point,Singapore 689578,T +65 6634 3132
1076,Clover Medical Clinic,16.21 km - Closing in 2 hr 15 min,21 Choa Chu Kang North 6 #B1-25 Yew Tee Point,Singapore 689578,T +65 6509 4480
1077,Parkway Shenton Medical Group,16.21 km - Closing in 2 hr 15 min,Blk 681 Punggol Drive #01-01,Singapore 820681,T +65 6244 8324 F +65 6244 8410
1078,Choong's Clinic,16.21 km - Closing in 1 hr 15 min,480 Tampines St 44 #01-261,Singapore 520480,T +65 6788 5190
1079,ProHealth Medical Group @ Punggol Damai,16.22 km - Closing in 8 hr 15 min,612 Punggol Drive #01-05,Singapore 820612,T +65 6509 1580
1080,Kindred Family Clinic (Tampines),16.24 km - Closing in 2 hr 15 min,494 Tampines Street 45 #01-02,Singapore 523494,T +65 6232 7893
1081,S & L Family Clinic (Yishun 729),16.25 km - Closing in 1 hr 15 min,729 Yishun St 71 #01-105,Singapore 760729,T +65 6754 6203
1082,Pioneer Medicare,16.27 km - Closing in 1 hr 15 min,3 Soon Lee Street #01-08,Singapore 627606,T +65 6339 7422
1083,Temasek Medical Centre Yew Tee,16.29 km - Closing in 1 hr 45 min,624 Choa Chu Kang St 62 #01-226,Singapore 680624,T +65 6766 5766
1084,Pacific Medical & Dental Group,16.31 km - Closing in 0 hr 15 min,716 Yishun St 71 #01-270,Singapore 760716,T +65 6752 4050
1085,Healthmark Family Medicine Clinic,16.31 km - Closed,601 Choa Chu Kang St 62 #01-09,Singapore 680601,T +65 6767 2281
1086,The Family Medical Centre (Yishun),16.33 km - Closing in 1 hr 45 min,411 Yishun Ring Road #01-1827,Singapore 760411,T +65 6257 4522 F +65 6758 8813
1087,Healthway Medical Clinic (Elias Rd),16.34 km - Closing in 2 hr 15 min,625 Elias Road #01-322 Elias Mall,Singapore 510625,T +65 6584 6822
1088,Elias Family Clinic & Surgery,16.34 km - Closing in 1 hr 45 min,625 Elias Road #01-320,Singapore 510625,T +65 6584 7760
1089,Kai Medical Clinic,16.34 km - Closing in 1 hr 45 min,5 Tampines St 32 #02-05 Tampines Mart,Singapore 529284,T +65 6789 1112
1090,Shenton Medical Group (Elias Mall),16.34 km - Closing in 0 hr 15 min,625 Elias Road #01-324B Elias Mall,Singapore 510625,T +65 6585 5768
1091,Oei Family Clinic,16.34 km - Closed,625 Elias Road #02-316 Elias Mall,Singapore 510625,T +65 6581 5881
1092,PanHealth Family Clinic,16.36 km - Closing in 1 hr 45 min,312B Sumang Link #01-03,Singapore 822312,T +65 6966 0595
1093,FAITH Healthcare (Tampines),16.36 km - Closed,11 Tampines St 32 #01-11 Tampines Mart,Singapore 529287,T +65 6443 3843
1094,Mission Cross Family Clinic,16.36 km - Closed,348 Yishun Ave 11 #01-03,Singapore 760348,T +65 6635 8579
1095,Yoong Family Clinic & Surgery,16.4 km - Closing in 1 hr 15 min,333 Tampines St 32 #01-536,Singapore 520333,T +65 6782 6167
1096,Kenneth Tan Medical Clinic,16.45 km - Closed,Blk 658 Punggol East ##01-07,Singapore 820658,T +65 6312 4589 F +65 6312 4635
1097,Healthway Medical Clinic (Yishun 748),16.46 km - Closing in 2 hr 15 min,748 Yishun St 72 #01-230,Singapore 760748,T +65 6853 7101 F +65 6758 3731
1098,Red Dot Medical,16.48 km - Closed,660A Edgedale Plains#02-06 Waterway Sundew,Singapore 821660,T +65 6937 2388 F +65 6481 1709
1099,Minmed Clinic (Yishun),16.5 km - Closing in 2 hr 15 min,1 Northpoint Drive #02-153 Northpoint City,Singapore 768019,T +65 6554 0123
1100,I.Medical & I.Aesthetics,16.5 km - Closed,1 Northpoint Drive ##B1-176,Singapore 768019,T +65 6254 1622
1101,Raffles Medical (Northpoint City),16.51 km - Closing in 2 hr 45 min,Northpoint City (North Wing) #03-35,Singapore 769098,T +65 6755 0049 F +65 6241 3498
1102,Wellcare Family Clinic,16.51 km - Closed,747 Yishun St 72 #01-106,Singapore 760747,T +65 6754 3740
1103,Faith Medical Clinic & Surgery,16.53 km - Closing in 1 hr 15 min,487C Tampines St 45 #B1-103,Singapore 522487,T +65 6788 1061
1104,RafflesMedical (White Sands),16.54 km - Closing in 2 hr 44 min,1 Pasir Ris Central St 3 #04-19 White Sands,Singapore 518457,T +65 6585 1279
1105,Dayspring Medical Clinic (Pasir Ris),16.54 km - Closing in 2 hr 14 min,1 Pasir Ris Central St 3 #05-09 White Sands,Singapore 518457,T +65 6585 0123
1106,My Family Clinic (Pioneer),16.6 km - Closing in 2 hr 14 min,638 Jurong West St 61 #02-09 Pioneer Mall,Singapore 640638,T +65 6861 1182
1107,Dr Chua's Family Clinic,16.6 km - Closing in 0 hr 14 min,638 Jurong West St 61 #02-05 Pioneer Mall,Singapore 640638,T +65 6792 8505
1108,Healthmark Pioneer Mall Clinic,16.6 km - Closed,638 Jurong West St 61 #02-08 Pioneer Mall,Singapore 640638,T +65 6861 3100
1109,Hisemainn Medical Clinic (Jurong West),16.62 km - Closing in 0 hr 44 min,276 Jurong West St 25 #01-16,Singapore 640276,T +65 6795 8990 F +65 6793 9134
1110,Healthway Medical,16.63 km - Closing in 2 hr 14 min,Blk 461 Yishun Avenue 6 ##01-05,Singapore 760461,T +65 6235 4824 F +65 6235 4825
1111,S S Tan Medical Clinic,16.63 km - Closing in 2 hr 14 min,744 Yishun St 72 #01-195,Singapore 760744,T +65 6758 3952
1112,RafflesMedical (Northpoint),16.66 km - Closing in 2 hr 44 min,930 Yishun Ave 2 #B1-54/55 Northpoint Shopping Centre,Singapore 769098,T +65 6755 0049
1113,Central 24-Hr Clinic (Yishun),16.7 km - Open 24 Hrs,701A Yishun Ave 5 #01-04,Singapore 761701,T +65 6759 7985 F +65 6759 7984
1114,Yishunone Family Clinic,16.7 km - Closing in 1 hr 44 min,743 Yishun Ave 5 #01-534,Singapore 760743,T +65 6759 0950 F +65 6759 0950
1115,Pier Medical Centre,16.73 km - Closing in 1 hr 59 min,725 Jurong West Ave 5 #01-164,Singapore 640725,T +65 6791 5677
1116,One Medical Clinic,16.77 km - Closed,728 Jurong West Ave 5 #01-K1,Singapore 640728,T +65 6792 2143
1117,Lifecare Family Clinic & Surgery,16.83 km - Closing in 1 hr 44 min,102 Yishun Ave 5 #01-133,Singapore 760102,T +65 6758 0453 F +65 6758 0453
1118,Healthway Medical Clinic (Yishun 101),16.85 km - Closing in 2 hr 14 min,101 Yishun Ave 5 #01-15,Singapore 760101,T +65 6755 1345 F +65 6755 1346
1119,Ren Medical Clinic,16.85 km - Closing in 1 hr 44 min,101 Yishun Ave 5 #01-31,Singapore 760101,T +65 6257 6965
1120,G & H Medical Clinic,16.88 km - Closing in 1 hr 44 min,106 Yishun Ring Road #01-173,Singapore 760106,T +65 6758 6322
1121,Faircare Family Clinic (Yishun),16.89 km - Closing in 2 hr 14 min,103 Yishun Ring Road #01-73,Singapore 760103,T +65 6970 9691
1122,Everhealth Family Clinic & Surgery,16.92 km - Closing in 5 hr 14 min,762 Jurong West St 75 #01-290 Gek Poh Shopping Centre,Singapore 640762,T +65 6793 3113
1123,Faith Family Clinic (Jurong),16.92 km - Closing in 1 hr 44 min,762 Jurong West St 75 #01-316,Singapore 640762,T +65 6791 6780
1124,Heartland Family Clinic,16.92 km - Closing in 1 hr 14 min,333C Yishun St 31 #01-167,Singapore 763333,T +65 6250 0655 F +65 6250 2803
1125,Lee Family Clinic,16.92 km - Closing in 1 hr 14 min,762 Jurong West St 75 #02-262 Gek Poh Shopping Centre,Singapore 640762,T +65 6794 0217
1126,Pidemco Medical Centre,16.92 km - Closed,156 Yishun St 11 #01-112,Singapore 760156,T +65 6756 0606
1127,Universal Medical & Dental Clinic,16.92 km - Closed,103 Yishun Ring Road #01-99,Singapore 760103,T +65 6758 9955
1128,Pinnacle Family Clinic (Northshore Plaza 1),16.93 km - Closed,Blk 407 Northshore Drive #02-18,Singapore 820407,T +65 6518 9586
1129,Shenton Family Medical Clinic (Yishun),16.98 km - Closing in 0 hr 14 min,160 Yishun St 11 #01-200,Singapore 760160,T +65 6851 6233
1130,Precious Medical Clinic,16.99 km - Closed,333B Yishun St 31 #01-183 Yishun Riverwalk,Singapore 762333,T +65 6251 7166
1131,Onecare Clinic Junction 9,17.02 km - Closing in 0 hr 14 min,"18 Yishun Ave 9, Junction 9 #01-35",Singapore 768897,T +65 6513 9351
1132,Pasir Ris Clinic & Surgery,17.03 km - Closing in 1 hr 14 min,442 Pasir Ris Dr 6 #01-28,Singapore 510442,T +65 6582 0502
1133,Dr Soh Family Clinic,17.05 km - Closing in 1 hr 44 min,966 Jurong West St 93 #01-221,Singapore 640966,T +65 6791 7735
1134,Faircare Family Clinic (Clementi),17.07 km - Closing in 1 hr 44 min,345 Clementi Ave 5 #01-94,Singapore 120345,T +65 6250 3198
1135,Central 24-Hr Clinic (Pasir Ris),17.08 km - Open 24 Hrs,446 Pasir Ris Dr 6 #01-122,Singapore 510446,T +65 6582 2640
1136,Life-Link Clinic & Surgery,17.08 km - Closing in 9 hr 14 min,446 Pasir Ris Dr 6 #01-120,Singapore 510446,T +65 6583 4402
1137,Gooddoctors Medical Clinic,17.08 km - Closing in 7 hr 14 min,18 Yishun Ave 9 #02-55 Junction Nine,Singapore 768897,T +65 6909 3457
1138,Lily Aw Pasir Ris Family Clinic & Surgery,17.08 km - Closing in 1 hr 44 min,446 Pasir Ris Dr 6 #01-116,Singapore 510446,T +65 6582 2122
1139,Tan Lee Clinic & Surgery,17.08 km - Closing in 1 hr 44 min,446 Pasir Ris Dr 6 #01-126,Singapore 510446,T +65 6582 7448
1140,First Medical Centre (Yishun),17.11 km - Closing in 1 hr 44 min,110 Yishun Ring Road #01-399,Singapore 760110,T +65 6759 1485
1141,Citizen Family Clinic & Surgery,17.12 km - Closing in 1 hr 44 min,110 Yishun Ring Road  #01-399,Singapore 760110,T +65 6758 6168
1142,Royal Care Medical Yishun Junction 9,17.15 km - Closed,317 Yishun Ave 9 #01-03 Multi Storey Car Park,Singapore 760317,T +65 6710 7338
1143,Yishun Ring Road Clinic,17.17 km - Closing in 9 hr 14 min,236 Yishun Ring Road #01-1010,Singapore 760236,T +65 6555 9108
